Design Variation:  extent_x_pos='1000mm' extent_x_size='-1000mm' extent_y_pos='1000mm' extent_y_size='-1000mm' Signal12_lower_elevation='0mm' Signal4_lower_elevation='0mm'
Setup1:LastAdaptive
Problem Type:  C
C Units:fF, G Units:mSie
Reduce Matrix:  Original
Frequency:  6GHz

Capacitance Matrix
,C0_L,C0_R,C0_read,GND,Q0_L,Q0_R,Q0_read,Q0_xy,Q1_L,Q1_R,Q1_read,Q1_xy,
C0_L,2.039134177545219E+02,-4.975622341506372E+01,-1.218489975906686E+01,-1.219029124810380E+02,-3.261061004174703E+00,-1.493513512490556E+01,-5.237869551141726E-02,-1.189028599398233E-01,-6.971441797966761E-01,-3.696464766166705E-01,-4.992727874949037E-02,-4.176047057647807E-03
C0_R,-4.975622341506372E+01,1.987455010322663E+02,-1.090836061654750E+00,-1.279422830092483E+02,-3.835119577755121E-01,-7.189606408221147E-01,-7.937616918581034E-03,-2.723187274964707E-02,-1.480689620346689E+01,-3.188945168338575E+00,-2.856919047270598E-01,-2.514506965098546E-02
C0_read,-1.218489975906686E+01,-1.090836061654750E+00,6.523600602101894E+01,-5.157171819359252E+01,-9.089990701158919E-02,-2.225701659181945E-01,-2.556508881027884E-03,-2.791903368131606E-03,-4.161974293913120E-02,-2.356295708975735E-02,-4.300485886041955E-03,-2.503356109391714E-04
GND,-1.219029124810380E+02,-1.279422830092483E+02,-5.157171819359252E+01,1.329642237732851E+03,-9.502079240236138E+01,-8.442306747732023E+01,-4.466956409378238E+01,-5.962133454989613E+01,-8.435304681683861E+01,-9.582272454784976E+01,-6.930530744399468E+01,-7.327179015038686E+01
Q0_L,-3.261061004174703E+00,-3.835119577755121E-01,-9.089990701158919E-02,-9.502079240236138E+01,1.665860879088514E+02,-5.908472653808657E+01,-7.948457844853926E+00,-3.674496340958859E-01,-3.734456475887912E-02,-2.247798003518811E-02,-2.557221939928163E-03,-3.615134931127015E-04
Q0_R,-1.493513512490556E+01,-7.189606408221147E-01,-2.225701659181945E-01,-8.442306747732023E+01,-5.908472653808657E+01,1.606387083243113E+02,-8.356047904610945E-01,-1.539788484871114E-01,-6.117924347516863E-02,-3.560380666452315E-02,-4.814863545518545E-03,-5.640226698789378E-04
Q0_read,-5.237869551141726E-02,-7.937616918581034E-03,-2.556508881027884E-03,-4.466956409378238E+01,-7.948457844853926E+00,-8.356047904610945E-01,5.351911814003709E+01,-8.575442593782999E-04,-1.005337647682771E-03,-6.509248815341913E-04,-9.183233279423671E-05,-1.295050728316477E-05
Q0_xy,-1.189028599398233E-01,-2.723187274964707E-02,-2.791903368131606E-03,-5.962133454989613E+01,-3.674496340958859E-01,-1.539788484871114E-01,-8.575442593782999E-04,6.029661742502144E+01,-2.604223485310538E-03,-1.322499584491368E-03,-1.270101978135282E-04,-1.647895772657683E-05
Q1_L,-6.971441797966761E-01,-1.480689620346689E+01,-4.161974293913120E-02,-8.435304681683861E+01,-3.734456475887912E-02,-6.117924347516863E-02,-1.005337647682771E-03,-2.604223485310538E-03,1.601138793002507E+02,-5.905997287978093E+01,-6.872790454075446E-01,-8.480046327635038E-02
Q1_R,-3.696464766166705E-01,-3.188945168338575E+00,-2.356295708975735E-02,-9.582272454784976E+01,-2.247798003518811E-02,-3.560380666452315E-02,-6.509248815341913E-04,-1.322499584491368E-03,-5.905997287978093E+01,1.671152999561737E+02,-7.893170518980376E+00,-3.489471206762392E-01
Q1_read,-4.992727874949037E-02,-2.856919047270598E-01,-4.300485886041955E-03,-6.930530744399468E+01,-2.557221939928163E-03,-4.814863545518545E-03,-9.183233279423671E-05,-1.270101978135282E-04,-6.872790454075446E-01,-7.893170518980376E+00,7.823855018347859E+01,-5.282577717326375E-03
Q1_xy,-4.176047057647807E-03,-2.514506965098546E-02,-2.503356109391714E-04,-7.327179015038686E+01,-3.615134931127015E-04,-5.640226698789378E-04,-1.295050728316477E-05,-1.647895772657683E-05,-8.480046327635038E-02,-3.489471206762392E-01,-5.282577717326375E-03,7.380215352286233E+01

Capacitance Matrix Coupling Coefficient
,C0_L,C0_R,C0_read,GND,Q0_L,Q0_R,Q0_read,Q0_xy,Q1_L,Q1_R,Q1_read,Q1_xy,
C0_L,1.000000000000000E+00,2.471586725985303E-01,1.056465639844222E-01,2.341120557942626E-01,1.769361839962927E-02,8.252036734841087E-02,5.013918863967395E-04,1.072316340689697E-03,3.858204241064041E-03,2.002421790466014E-03,3.952797778843690E-04,3.404144326002292E-05
C0_R,2.471586725985303E-01,1.000000000000000E+00,9.580036229122648E-03,2.488846094810393E-01,2.107710173409586E-03,4.023753439201616E-03,7.696388957307887E-05,2.487610499252331E-04,8.300435685055657E-02,1.749807575171895E-02,2.291072773443259E-03,2.076202322180686E-04
C0_read,1.056465639844222E-01,9.580036229122648E-03,1.000000000000000E+00,1.751057944047014E-01,8.719676887150474E-04,2.174193363635989E-03,4.326623943327684E-05,4.451539443802736E-05,4.072313663677485E-04,2.256721694358531E-04,6.019541980317494E-05,3.607816448562471E-06
GND,2.341120557942626E-01,2.488846094810393E-01,1.751057944047014E-01,1.000000000000000E+00,2.018979372262186E-01,1.826705872927552E-01,1.674518071351430E-01,2.105657914257187E-01,1.828179701522827E-01,2.032792301955449E-01,2.148763885317830E-01,2.339025107502736E-01
Q0_L,1.769361839962927E-02,2.107710173409586E-03,8.719676887150474E-04,2.018979372262186E-01,1.000000000000000E+00,3.611858796174164E-01,8.418002225056830E-02,3.666333608058262E-03,2.286617629786103E-04,1.347192976658913E-04,2.239951732831678E-05,3.260398086173330E-06
Q0_R,8.252036734841087E-02,4.023753439201616E-03,2.174193363635989E-03,1.826705872927552E-01,3.611858796174164E-01,1.000000000000000E+00,9.012003361341137E-03,1.564550159209799E-03,3.814736200614484E-04,2.173017510682863E-04,4.294854790753414E-05,5.180085654885359E-06
Q0_read,5.013918863967395E-04,7.696388957307887E-05,4.326623943327684E-05,1.674518071351430E-01,8.418002225056830E-02,9.012003361341137E-03,1.000000000000000E+00,1.509578128534221E-05,1.086032900131508E-05,6.882849793948937E-06,1.419157985631151E-06,2.060619421648333E-07
Q0_xy,1.072316340689697E-03,2.487610499252331E-04,4.451539443802736E-05,2.105657914257187E-01,3.666333608058262E-03,1.564550159209799E-03,1.509578128534221E-05,1.000000000000000E+00,2.650435784513597E-05,1.317470693043115E-05,1.849190785575424E-06,2.470294592337125E-07
Q1_L,3.858204241064041E-03,8.300435685055657E-02,4.072313663677485E-04,1.828179701522827E-01,2.286617629786103E-04,3.814736200614484E-04,1.086032900131508E-05,2.650435784513597E-05,1.000000000000000E+00,3.610527413961952E-01,6.140563345006921E-03,7.800980954949534E-04
Q1_R,2.002421790466014E-03,1.749807575171895E-02,2.256721694358531E-04,2.032792301955449E-01,1.347192976658913E-04,2.173017510682863E-04,6.882849793948937E-06,1.317470693043115E-05,3.610527413961952E-01,1.000000000000000E+00,6.902922248152471E-02,3.142078242446426E-03
Q1_read,3.952797778843690E-04,2.291072773443259E-03,6.019541980317494E-05,2.148763885317830E-01,2.239951732831678E-05,4.294854790753414E-05,1.419157985631151E-06,1.849190785575424E-06,6.140563345006921E-03,6.902922248152471E-02,1.000000000000000E+00,6.951859412555883E-05
Q1_xy,3.404144326002292E-05,2.076202322180686E-04,3.607816448562471E-06,2.339025107502736E-01,3.260398086173330E-06,5.180085654885359E-06,2.060619421648333E-07,2.470294592337125E-07,7.800980954949534E-04,3.142078242446426E-03,6.951859412555883E-05,1.000000000000000E+00

Spice Capacitance Matrix
,C0_L,C0_R,C0_read,GND,Q0_L,Q0_R,Q0_read,Q0_xy,Q1_L,Q1_R,Q1_read,Q1_xy,
C0_L,5.810104326013258E-01,4.975622341506372E+01,1.218489975906686E+01,1.219029124810380E+02,3.261061004174703E+00,1.493513512490556E+01,5.237869551141726E-02,1.189028599398233E-01,6.971441797966761E-01,3.696464766166705E-01,4.992727874949037E-02,4.176047057647807E-03
C0_R,4.975622341506372E+01,5.118381118501589E-01,1.090836061654750E+00,1.279422830092483E+02,3.835119577755121E-01,7.189606408221147E-01,7.937616918581034E-03,2.723187274964707E-02,1.480689620346689E+01,3.188945168338575E+00,2.856919047270598E-01,2.514506965098546E-02
C0_read,1.218489975906686E+01,1.090836061654750E+00,7.073459203248220E-15,5.157171819359252E+01,9.089990701158919E-02,2.225701659181945E-01,2.556508881027884E-03,2.791903368131606E-03,4.161974293913120E-02,2.356295708975735E-02,4.300485886041955E-03,2.503356109391714E-04
GND,1.219029124810380E+02,1.279422830092483E+02,5.157171819359252E+01,4.217376965665420E+02,9.502079240236138E+01,8.442306747732023E+01,4.466956409378238E+01,5.962133454989613E+01,8.435304681683861E+01,9.582272454784976E+01,6.930530744399468E+01,7.327179015038686E+01
Q0_L,3.261061004174703E+00,3.835119577755121E-01,9.089990701158919E-02,9.502079240236138E+01,3.664473402647146E-01,5.908472653808657E+01,7.948457844853926E+00,3.674496340958859E-01,3.734456475887912E-02,2.247798003518811E-02,2.557221939928163E-03,3.615134931127015E-04
Q0_R,1.493513512490556E+01,7.189606408221147E-01,2.225701659181945E-01,8.442306747732023E+01,5.908472653808657E+01,1.625028019553466E-01,8.356047904610945E-01,1.539788484871114E-01,6.117924347516863E-02,3.560380666452315E-02,4.814863545518545E-03,5.640226698789378E-04
Q0_read,5.237869551141726E-02,7.937616918581034E-03,2.556508881027884E-03,4.466956409378238E+01,7.948457844853926E+00,8.356047904610945E-01,-1.445072783669245E-14,8.575442593782999E-04,1.005337647682771E-03,6.509248815341913E-04,9.183233279423671E-05,1.295050728316477E-05
Q0_xy,1.189028599398233E-01,2.723187274964707E-02,2.791903368131606E-03,5.962133454989613E+01,3.674496340958859E-01,1.539788484871114E-01,8.575442593782999E-04,7.276945738934883E-16,2.604223485310538E-03,1.322499584491368E-03,1.270101978135282E-04,1.647895772657683E-05
Q1_L,6.971441797966761E-01,1.480689620346689E+01,4.161974293913120E-02,8.435304681683861E+01,3.734456475887912E-02,6.117924347516863E-02,1.005337647682771E-03,2.604223485310538E-03,2.809865993775371E-01,5.905997287978093E+01,6.872790454075446E-01,8.480046327635038E-02
Q1_R,3.696464766166705E-01,3.188945168338575E+00,2.356295708975735E-02,9.582272454784976E+01,2.247798003518811E-02,3.560380666452315E-02,6.509248815341913E-04,1.322499584491368E-03,5.905997287978093E+01,3.482750756756589E-01,7.893170518980376E+00,3.489471206762392E-01
Q1_read,4.992727874949037E-02,2.856919047270598E-01,4.300485886041955E-03,6.930530744399468E+01,2.557221939928163E-03,4.814863545518545E-03,9.183233279423671E-05,1.270101978135282E-04,6.872790454075446E-01,7.893170518980376E+00,1.810528222119553E-14,5.282577717326375E-03
Q1_xy,4.176047057647807E-03,2.514506965098546E-02,2.503356109391714E-04,7.327179015038686E+01,3.615134931127015E-04,5.640226698789378E-04,1.295050728316477E-05,1.647895772657683E-05,8.480046327635038E-02,3.489471206762392E-01,5.282577717326375E-03,6.080679285795162E-02

Conductance Matrix
,C0_L,C0_R,C0_read,GND,Q0_L,Q0_R,Q0_read,Q0_xy,Q1_L,Q1_R,Q1_read,Q1_xy,
C0_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C0_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C0_read,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
GND,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_read,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_xy,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q1_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q1_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q1_read,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q1_xy,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00

