Setup1:LastAdaptive
Problem Type:  C
C Units:fF, G Units:mSie
Reduce Matrix:  Original
Frequency:  6GHz

Capacitance Matrix
,C1_L,C1_R,C2_L,C2_R,C3_L,C3_R,C4_L,C4_R,C5_L,C5_R,C6_L,C6_R,C7_L,C7_R,C8_L,C8_R,C9_L,C9_R,GND,Q1_L,Q1_R,Q1_read,Q1_xy,Q2_L,Q2_R,Q2_read,Q2_xy,Q3_L,Q3_R,Q3_read,Q3_xy,Q4_L,Q4_R,Q4_read,Q5_L,Q5_R,Q5_read,Q6_L,Q6_R,Q6_read,Q7_L,Q7_R,Q7_read,Q8_L,Q8_R,Q8_read,Q9_L,Q9_R,Q9_read,Q10_L,Q10_R,Q10_read,
C1_L,1.961256763783278E+02,-5.077264490793389E+01,-4.131786661208048E-01,-1.752621932301110E-01,-1.688423700321579E-02,-1.142720817744194E-02,-3.574841227769109E-03,-2.077108316414395E-03,-1.191707485170367E-03,-2.956425188177861E-03,-8.021702901044321E-04,-6.191845356604797E-04,-3.154719698873736E-04,-3.173519359209399E-04,-3.565146663658280E-04,-3.053275190001154E-04,-2.927649227263238E-04,-1.850921941096354E-04,-1.244113660140018E+02,-3.303991061663965E+00,-1.498708675428354E+01,-1.045816028987455E-01,-1.630252097212223E-01,-7.118725776246262E-01,-4.017140338116800E-01,-7.081818970573663E-02,-4.145778521965082E-03,-2.941316437416745E-02,-1.844165524994659E-02,-6.633331480486906E-04,-1.387652973702057E-03,-4.123622208086034E-03,-2.884099331076961E-03,-8.386156780763156E-05,-1.070486876559362E-03,-7.789489143324055E-04,-6.269275225178804E-05,-8.657657194854424E-04,-7.140526124255242E-04,-4.325580698949050E-05,-3.399198425587197E-04,-2.297599905878128E-04,-6.886251382739517E-06,-1.752142664811149E-04,-1.349290176939761E-04,-1.028529481849373E-05,-1.358305566658255E-04,-1.458912978979391E-04,-1.428593499882007E-05,-1.243887285836166E-04,-1.152876780554340E-04,-1.352057602076847E-05
C1_R,-5.077264490793389E+01,1.965284122337461E+02,-1.830474732624483E+00,-4.242028037163594E-01,-2.721686247367528E-02,-1.735690847455555E-02,-2.593864406002680E-03,-2.658442733988905E-03,-1.701106617680273E-03,-6.269047489435684E-03,-8.881203131204253E-04,-8.864925074204857E-04,-3.587646581452387E-04,-3.291079608667338E-04,-5.798113619326468E-04,-4.962074366977352E-04,-2.550783490453134E-04,-2.660820622848419E-04,-1.232437780424741E+02,-3.890111568930866E-01,-7.387731111104013E-01,-1.767308824269526E-02,-4.630969086083107E-02,-1.485018061260347E+01,-3.248070697408695E+00,-3.623967583341350E-01,-2.727093211686115E-02,-5.249597714121714E-02,-3.045301130143624E-02,-1.208360224265283E-03,-3.867015776037202E-03,-6.773844085985272E-03,-3.114590990395761E-03,-3.052595366216219E-04,-9.782487356248153E-04,-1.216828518789663E-03,-1.279768005499708E-04,-1.221201578926469E-03,-8.647250503801920E-04,-5.429372944723534E-05,-3.259325469365761E-04,-2.911701946221227E-04,-1.308591754526251E-05,-2.248265360741950E-04,-2.387136595078014E-04,-8.973773161138304E-06,-2.213726545735300E-04,-2.031513177764966E-04,-1.406492198700953E-05,-1.375717999763666E-04,-1.268926219399524E-04,-8.656456276567124E-06
C2_L,-4.131786661208048E-01,-1.830474732624483E+00,1.965795740160656E+02,-5.077970322907736E+01,-4.442929617338178E-01,-1.860966782475592E-01,-3.046986081020791E-02,-1.095857498995166E-02,-4.709780960891532E-03,-1.278325618968894E-02,-5.141671492013344E-03,-2.931704124739438E-03,-6.302562240751964E-04,-4.155585856533208E-04,-1.780872035525908E-03,-1.777065717794286E-03,-3.823132034211863E-04,-1.828268292304235E-04,-1.218956197734076E+02,-2.526748768568848E-02,-5.147571064154740E-02,-2.102863588457300E-03,-2.009016729848932E-03,-3.299518427476441E+00,-1.435883162317718E+01,-1.426788544617390E+00,-1.815109608348111E-02,-7.226901622717579E-01,-3.999769640130809E-01,-8.805381489672024E-03,-1.582221055113617E-01,-1.905713573573276E-02,-3.064627792955469E-02,-2.746648874373124E-03,-1.631980020582111E-03,-1.609564814122682E-03,-1.320886053998716E-04,-3.896591659152214E-03,-3.327625206431172E-03,-1.785392902864399E-04,-6.358983189722712E-04,-3.814552329917538E-04,0.000000000000000E+00,-6.506558980668341E-05,0.000000000000000E+00,-2.302428624631717E-06,-3.769953706750382E-04,-3.331168887713393E-04,-4.639270770433737E-05,-1.731103682391029E-04,-1.247854003257966E-04,-8.002200233913084E-06
C2_R,-1.752621932301110E-01,-4.242028037163594E-01,-5.077970322907736E+01,1.961094653508763E+02,-1.827662035578969E+00,-4.285469609295413E-01,-2.729067664323246E-02,-1.786764262554917E-02,-2.203463522259392E-03,0.000000000000000E+00,-1.433138269729036E-03,-5.767980784363531E-04,-2.330085424798091E-03,-2.241884004412229E-03,0.000000000000000E+00,-2.950589052847768E-04,-4.443030072298267E-04,-3.753796335623813E-04,-1.212942797434207E+02,-2.856181574348387E-02,-2.454061527381525E-02,-1.392366260032274E-03,-1.478851664840519E-03,-4.159530622765890E-01,-6.970685458001180E-01,-1.510932990708493E-01,-2.654631997753395E-03,-1.505350510553169E+01,-3.384420597037093E+00,-6.193559896687596E-02,-7.373902884173725E-01,-5.505236752276439E-02,-2.528353741023101E-02,-3.235492439554615E-03,-5.657261028683755E-03,-3.288976116834389E-03,-1.624106112211408E-04,-6.262012175508936E-05,-4.778560535730945E-04,-1.868514743075364E-05,-1.727335164293129E-03,-1.567644645040301E-03,-2.336875320998305E-04,-7.562041668034741E-04,-8.823652868615246E-04,-4.589505956789595E-05,-3.494116151825411E-04,-3.179209817355925E-04,-2.166650374819850E-05,-2.528693768031314E-04,-1.379975419066992E-04,-2.320352604833409E-05
C3_L,-1.688423700321579E-02,-2.721686247367528E-02,-4.442929617338178E-01,-1.827662035578969E+00,1.961235786508370E+02,-5.077351440440073E+01,-4.448201289698977E-01,-1.705270924194423E-01,-1.841769763940026E-02,-1.255358370190715E-02,-2.474887174078490E-03,-2.097328739341295E-03,-1.407709169093809E-03,-1.147818723654888E-03,-3.548046681918168E-04,-7.006650804856184E-04,-3.385579605433936E-04,-3.698524168784557E-04,-1.220283205737082E+02,-3.107452940410124E-03,-2.576572089429991E-03,-1.331516028588503E-03,-1.426737656475933E-04,-2.716140423118594E-02,-5.087380874204200E-02,-5.573763990890248E-03,-4.728863475516675E-04,-3.422425275799534E+00,-1.499113628775873E+01,-1.059455803676473E-01,-1.603485862570704E-01,-7.311595311472089E-01,-3.868703464745905E-01,-6.995933858150193E-02,-2.945507463186930E-02,-1.800072410004753E-02,-7.849982517164803E-04,-3.770226168418683E-03,-2.790400109134779E-03,-1.809396425434748E-04,-5.768192429574817E-04,-7.475204639722336E-04,-3.879157706133255E-05,-8.465017582203176E-04,-1.213460646644028E-03,-3.927312149406200E-05,-3.389376191618089E-04,-1.646921145852275E-04,-3.524920466935411E-05,-1.989381909053718E-04,-1.949277496952473E-04,-1.355512836833074E-05
C3_R,-1.142720817744194E-02,-1.735690847455555E-02,-1.860966782475592E-01,-4.285469609295413E-01,-5.077351440440073E+01,1.965460897551673E+02,-1.840737042203553E+00,-4.390626318916160E-01,-3.063077221892220E-02,-3.384437082675636E-02,-5.123891391548726E-03,-3.607519204239253E-03,-2.006590106247362E-03,-1.343835577203799E-03,-1.047321965951175E-03,-5.999784694877261E-04,-3.966204069817911E-04,-2.641918534074373E-04,-1.226886825463479E+02,-2.740108312679690E-03,-1.433790566380735E-03,-6.759690239804849E-04,-1.484823737668536E-04,-1.851121404389325E-02,-2.898496284394625E-02,-2.371188631392543E-03,-3.732552224603645E-04,-4.214267285683856E-01,-7.277333542682458E-01,-1.249391596821089E-02,-5.603251302157859E-02,-1.484324194740432E+01,-3.205453997086870E+00,-3.638561739964241E-01,-5.100652735187067E-02,-2.943657332394194E-02,-1.076983493448866E-03,-7.153405834776470E-03,-4.405773925969107E-03,-3.172575164538253E-04,-1.507405617261699E-03,-1.274211013055296E-03,-1.543161359054026E-04,-1.047181574336621E-03,-1.617601661071609E-03,-5.484972342070493E-05,-3.789543092364982E-04,-2.400172645947583E-04,-2.714628960104795E-05,-2.252207104032985E-04,-2.206683929365124E-04,-7.859934330580947E-06
C4_L,-3.574841227769109E-03,-2.593864406002680E-03,-3.046986081020791E-02,-2.729067664323246E-02,-4.448201289698977E-01,-1.840737042203553E+00,1.965715645522672E+02,-5.077758130173383E+01,-4.624274441957124E-01,-1.833381636267403E-01,-1.854096931177696E-02,-1.233698216289992E-02,-1.920010198623648E-03,-1.765439798745171E-03,-2.488394817624276E-03,-3.355464315814046E-03,-7.917492043770096E-04,-6.782247889019239E-04,-1.221415792362357E+02,-1.042071801936218E-03,-1.760155015020404E-03,-2.565840022100973E-04,-8.811263917784159E-05,-4.806485089525090E-03,-7.089252010572616E-03,-5.849645151820203E-04,-1.095812614359510E-04,-2.971614041198278E-02,-4.914061357019275E-02,-1.750732171033209E-03,-2.249352191037499E-03,-3.329435407929683E+00,-1.436242540333632E+01,-1.424463061338669E+00,-7.451744310895854E-01,-4.227952677365885E-01,-8.781855707147195E-03,-3.032150701674014E-02,-1.630833142901366E-02,-1.294353143011942E-03,-2.312025813806127E-03,-2.505215877999734E-03,-1.739669974129357E-04,-7.773314384734418E-04,-9.591720860998452E-04,-4.783833390881162E-05,-8.914178469831325E-04,-6.440713607922091E-04,-6.098394361707555E-05,-2.288717459237735E-04,-2.472140517164433E-04,-1.434788435113151E-05
C4_R,-2.077108316414395E-03,-2.658442733988905E-03,-1.095857498995166E-02,-1.786764262554917E-02,-1.705270924194423E-01,-4.390626318916160E-01,-5.077758130173383E+01,1.960999300560740E+02,-1.808807760458169E+00,-4.130777402604658E-01,-2.951843925519634E-02,-1.806710178597769E-02,-3.593848797683993E-03,-3.021285736938561E-03,-2.679829131342104E-03,-5.264695688488055E-03,-1.028935694165326E-03,-1.023170428877402E-03,-1.222342296258400E+02,-6.226123445413961E-04,-1.294275449710048E-03,-1.924879055037032E-04,-5.827069323689629E-05,-2.986542616219114E-03,-3.894714478321686E-03,-3.803194278713562E-04,-7.077151498597366E-05,-1.862366566698097E-02,-2.979501609793768E-02,-1.111635359393030E-03,-1.045944219400045E-03,-4.061483187057041E-01,-7.064870264303771E-01,-1.493370169235720E-01,-1.502928250571612E+01,-3.427653650556827E+00,-6.513856856709262E-02,-5.069576847306678E-02,-2.025559673793654E-02,-1.759145359734936E-03,-2.290811165043490E-03,-3.270939091990167E-03,-2.002169486642536E-04,-9.015380143905510E-04,-1.244757721462377E-03,-4.906530587210002E-05,-1.146864437789419E-03,-8.852298874862787E-04,-9.166802512314696E-05,-3.274106779101442E-04,-3.062231868907521E-04,-1.791507418877881E-05
C5_L,-1.191707485170367E-03,-1.701106617680273E-03,-4.709780960891532E-03,-2.203463522259392E-03,-1.841769763940026E-02,-3.063077221892220E-02,-4.624274441957124E-01,-1.808807760458169E+00,1.961610413458110E+02,-5.077695388490497E+01,-4.320570093845504E-01,-1.770608995562558E-01,-2.386694707891781E-02,-8.200081726811484E-03,-5.656862441355438E-03,-1.058973828752738E-02,-4.305868532716571E-03,-2.363111786467519E-03,-1.250412580674814E+02,-1.696120087089366E-03,-9.680368360606759E-04,-5.937834825354045E-05,-1.031219541805840E-04,-8.451565630868728E-04,-3.873172799977567E-04,-1.437617637853531E-04,-1.251226109744088E-05,-3.341592338831678E-03,-5.407681770612387E-03,-2.965196013767705E-04,-2.148501508423265E-04,-2.753099172204915E-02,-5.661583757021422E-02,-6.395318376603966E-03,-3.060988551080249E+00,-1.254073875415641E+01,-8.878860432405325E-02,-7.132661577621707E-01,-4.223527237165319E-01,-1.380882229174907E-02,-2.647486612123100E-02,-2.473978697404409E-02,-2.775590388447913E-03,-1.808918924044208E-03,-2.726941672946230E-03,-1.340759000633961E-04,-3.536915632653039E-03,-2.894411108339803E-03,-4.236956819833384E-04,-2.163141050906741E-04,-4.204316910602852E-04,-2.686024560808018E-05
C5_R,-2.956425188177861E-03,-6.269047489435684E-03,-1.278325618968894E-02,0.000000000000000E+00,-1.255358370190715E-02,-3.384437082675636E-02,-1.833381636267403E-01,-4.130777402604658E-01,-5.077695388490497E+01,1.963277102001343E+02,-1.863972235090687E+00,-4.268926650903991E-01,-2.639163727428532E-02,-1.941637778482717E-02,0.000000000000000E+00,0.000000000000000E+00,-1.688551973137346E-03,-8.133983998209255E-04,-1.225679363322592E+02,-2.866519592606055E-04,-7.444348219422040E-04,-1.611785622986220E-05,-1.312413972839192E-05,-3.862340155343016E-03,-4.438861638593286E-03,-4.491624423952689E-04,-9.419955208960444E-05,-1.335921280033441E-03,-1.543219710066313E-03,-9.590395809570387E-05,-7.522346494852820E-05,-6.243758534739851E-02,-2.242531406296631E-02,-2.265029060678746E-03,-3.632264802535726E-01,-6.483972269774894E-01,-1.194406125709722E-02,-1.499412223492572E+01,-3.404542536943478E+00,-1.094150977539711E-01,-5.535852679267917E-02,-2.954993036821102E-02,-5.821063913314680E-03,-5.728242989817976E-03,-3.547028440660174E-03,-2.769004858903759E-04,-5.054950332529951E-04,-7.869189474308429E-04,-8.476799211527054E-05,-2.257031779836215E-03,-1.649443676625152E-03,-1.267886675518986E-04
